REGION,DISTRICT,SUBDIS,GHS_SUBDIS,LOCALITY,FACILITY,GHS_FACILITY,TYPE,OWNERSHIP,LATITUDE,LONGITUDE,Area,Region_202,Region_201,Code,Anemia
Eastern,Ayensuano,Asuboi,Asuboi,Mankron,Mankrong Chps Compound,Mankrong CHPS,Community Health Planning Services (CHPS) Compound,Government,5.97337,-0.414377,19323,Eastern,Eastern,"05",37.5
Eastern,Asene Manso,Attiankama Nkwanta,Manso (Eastern),Manso,Manso Clinic,Manso CHPS,Community Health Planning Services (CHPS) Compound,Government,5.902068,-0.87576,19323,Eastern,Eastern,"05",37.5
Eastern,Asene Manso,Attiankama Nkwanta,Manso (Eastern),Manso,Manso Clinic Opd,Manso CHPS,Community Health Planning Services (CHPS) Compound,Government,5.902357,-0.875672,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu North,Dwarf Island,,Nyakuikope,Manu Emmanuel,,,,6.703916,0.045499,19323,Eastern,Eastern,"05",37.5
Eastern,Lower Manya Krobo,Kpong,Agormanya,Manya Kpongunor,Manya Kpongunor Chps Compound,Kpongunor South CHPS,Community Health Planning Services (CHPS) Compound,Government,6.159724,0.023084,19323,Eastern,Eastern,"05",37.5
Eastern,Nsawam Adoagyiri Municipal,Adoagyiri,,Noka,Maranata Prayer Ministry,,,,5.807904,-0.400836,19323,Eastern,Eastern,"05",37.5
Eastern,Ayensuano,Marfo,Marfo,Marfokrom,Marfo Clinic,Marfo Health Centre,Health Centre,Government,5.863877,-0.434605,19323,Eastern,Eastern,"05",37.5
Eastern,Ayensuano,Marfo,Marfo,Marfokrom,Marfo Health Centre,Marfo Health Centre,Health Centre,Government,5.863556,-0.434525,19323,Eastern,Eastern,"05",37.5
Eastern,Asuogyaman,Akosombo,,Akosombo,Margret Akosua,,,,6.267626,0.041136,19323,Eastern,Eastern,"05",37.5
Eastern,Asuogyaman,Atimpoku,,Pupuni,Margret Gbeku,,,,6.268859,0.034962,19323,Eastern,Eastern,"05",37.5
Eastern,Yilo Krobo Municipal,Agogo (Eastern),,Obawale,Marry Asamoah,,,,6.210639,-0.193861,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu Afram Plains South,Agyata,,Agroso,Martin Annor,,,,6.759913,-0.438269,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,New Abirem,New Abirem,New Abirem,Mary Achiaa,I & I Clinic,Clinic,Private,6.334284,-0.997441,19323,Eastern,Eastern,"05",37.5
Eastern,Denkyembuor,Topremang,,Sakykirom,Mary Akufo,,,,6.068353,-0.74758,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa South,Asafo (Eastern),,Akim Asafo,Maryland Clinic,,,,6.182777,-0.472269,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Medical VIllage,Osino,Koforidua (Adweso),Maternity,His Grace Maternity Home,Maternity Home,Private,6.076035,-0.248219,19323,Eastern,Eastern,"05",37.5
Eastern,Lower Manya Krobo,Somanya West,Odumase (Eastern),Atua,Maternity And Female Ward,Lydia Maternity Home,Maternity Home,Private,6.119665,-0.008829,19323,Eastern,Eastern,"05",37.5
Eastern,Yilo Krobo Municipal,Somanya West,Odumase (Eastern),Sra,Maternity Block,Lydia Maternity Home,Maternity Home,Private,6.09765,-0.018476,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa North,Tafo,Kukurantumi,New Tafo,Maternity Ward/ Theater,Esther Twum Maternity Home,Maternity Home,Private,6.230617,-0.366044,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Koforidua 1,Maase,Koforidua (Anlo Town),Matew Nyagblormase,Maase CHPS,Community Health Planning Services (CHPS) Compound,Government,6.09851,-0.25736,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu South,Akwasiho,,Mmframa,Matilda Austin,,,,6.688563,-0.953334,19323,Eastern,Eastern,"05",37.5
Eastern,Denkyembuor,Okumaning,,Aboabo (Abonwhea),Maxwell Akossah,,,,6.088991,-0.938064,19323,Eastern,Eastern,"05",37.5
Eastern,West Akim Municipal,Ekoso Quashie,,Ekoso,Maxwell Sakyi,,,,5.902111,-0.721485,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim South,Aburi,,Ahwerase,Mayhew Eye Care,,,,5.858755,-0.168594,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mampong (Akwapim),Mampong,Abotakyi,Medical Gas Unit,RHI Medical Centre,Clinic,Private,5.920827,-0.132295,19323,Eastern,Eastern,"05",37.5
Eastern,Achiase,Achiase (Achiase),,Achiase Jungle Warfare School,Medical Post,,,,5.842555,-1.006367,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mampong (Akwapim),Mampong,Mampong,Medicas Hospital,Medicas CHPS,Community Health Planning Services (CHPS) Compound,Government,5.904301,-0.145829,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mampong (Akwapim),Mampong,Mampong,Medicas Hospital Main Ward Vip,Medicas CHPS,Community Health Planning Services (CHPS) Compound,Government,5.904149,-0.145323,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mampong (Akwapim),Mampong,Mampong,Medicas Hospital Pharmancy,Medicas CHPS,Community Health Planning Services (CHPS) Compound,Government,5.904637,-0.145677,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mampong (Akwapim),Mampong,Mampong,"Medicas Hospital, Theater",Medicas CHPS,Community Health Planning Services (CHPS) Compound,Government,5.904306,-0.145192,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mampong (Akwapim),Mampong,Mampong,Medicas Laboratory And Opd,Medicas CHPS,Community Health Planning Services (CHPS) Compound,Government,5.90449,-0.145529,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mampong (Akwapim),Mampong,Mampong,Medicas Private Ward,Medicas CHPS,Community Health Planning Services (CHPS) Compound,Government,5.904534,-0.14525,19323,Eastern,Eastern,"05",37.5
Eastern,Ayensuano,Teacher Mante,,Teacher Mante,Mega Jesus Clinic,,,,5.900865,-0.390039,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu North,Memchemfre,,Mem Kyemfere,Mem Chemfre Ep Centre,,,,6.928344,-0.025864,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu North,Memchemfre,Memchemfre,Mem Kyemfere,Memchenfre Health Centre,Memchenfre Health Centre,Health Centre,Government,6.928316,-0.025884,19323,Eastern,Eastern,"05",37.5
Eastern,Upper West Akim,Mepom,,Mepom,Mental Health Unit,,,,5.795842,-0.599348,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim South,Obotwere,Kwahu Praso,Mantukwa,Mentukwa Chps Compound,Sukwa CHPS,Community Health Planning Services (CHPS) Compound,Government,5.894092,-0.252155,19323,Eastern,Eastern,"05",37.5
Eastern,Upper West Akim,Mepom,Mepom,Mepom,Mepom Health Centre,Mepom Central CHPS,Community Health Planning Services (CHPS) Compound,Government,5.795747,-0.60036,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu West Municipal,Nkawkaw South,,Nkawkaw (Abepotia),Mercy Nyarkoa Dankwah,,,,6.541646,-0.790588,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,New Abirem,Tafo,New Abirem,Mew Abirem Government Hospital Quarter'S,New Tafo Government Hospital,District Hospital,Government,6.333749,-0.996892,19323,Eastern,Eastern,"05",37.5
Eastern,Ayensuano,Kuano,Kuano,Mfranta Krom,Mfranta Chips Compound,Mfranta CHPS,Community Health Planning Services (CHPS) Compound,Government,5.996911,-0.525404,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu East,Bepong,Ankoma,Miaso,Miaso Chip Compound,Miaso CHPS,Community Health Planning Services (CHPS) Compound,Government,6.542578,-0.477366,19323,Eastern,Eastern,"05",37.5
Eastern,Atiwa East,Kadewaso,Kadewaso,Kadewaso,Ministry Of Health Kadewaso,Kadewaso CHPS,Community Health Planning Services (CHPS) Compound,Government,6.433469,-0.825915,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa North,Tafo,New Abirem,Obodanase,"Ministry Of Health,Obodanase Chps Compound",I & I Clinic,Clinic,Private,6.220039,-0.325507,19323,Eastern,Eastern,"05",37.5
Eastern,Lower Manya Krobo,Somanya West,,Atua,Momacoe Clinic,,,,6.119647,-0.013257,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu West Municipal,Jejeti,Jejeti,Monsie,Monsie Health Centre,Monsie CHPS,Community Health Planning Services (CHPS) Compound,Government,6.482181,-0.605446,19323,Eastern,Eastern,"05",37.5
Eastern,Upper West Akim,Odumkyere Darmang,,Afabeng,Moro Mohammed,,,,5.832139,-0.495677,19323,Eastern,Eastern,"05",37.5
Eastern,Asuogyaman,Akosombo,,Akosombo,Mortuary,,,,6.263087,0.058166,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa North,Tafo,,New Tafo,Mortuary,,,,6.230728,-0.365582,19323,Eastern,Eastern,"05",37.5
Eastern,Asuogyaman,Akosombo,,Akosombo,Mortuary Visiting Shed,,,,6.263126,0.05825,19323,Eastern,Eastern,"05",37.5
Eastern,Atiwa East,Anyinam (Atiwa East),Anyinam,Moseaso,Moseaso Clinic,Moseaso (Atiwa) CHPS,Community Health Planning Services (CHPS) Compound,Government,6.363944,-0.542293,19323,Eastern,Eastern,"05",37.5
Eastern,Akyemansa,Ofoase (Eastern),,Bontodiase,Mpong Nyame,,,,6.165276,-1.119395,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu South,Mpraeso,Mpraeso,Mpraeso,Mpraeso General Hospital,Mpraeso CHPS,Community Health Planning Services (CHPS) Compound,Government,6.591562,-0.742114,19323,Eastern,Eastern,"05",37.5
Eastern,West Akim Municipal,Asamankese,,Asamankese,Mr Akuffo,,,,5.854865,-0.677805,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mampong (Akwapim),Akropong (Eastern),Abotakyi,Mr Awuku(Scan And Diagnostic Centre),Dawu CHPS,Community Health Planning Services (CHPS) Compound,Government,5.921455,-0.133472,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Adweso,,Koforidua (Apenkwa),Mr Bernett Sarbah,,,,6.067061,-0.271779,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Medical VIllage,,Koforidua (Adweso),Mr Edmond Owusu Korda,,,,6.075544,-0.250161,19323,Eastern,Eastern,"05",37.5
Eastern,Suhum Municipal,Akwadum,,Brong Densuso,Mr Krapa House,,,,6.111529,-0.343484,19323,Eastern,Eastern,"05",37.5
Eastern,West Akim Municipal,Pabi,,Nsuogya,Mr Nketia Evans,,,,5.896977,-0.592169,19323,Eastern,Eastern,"05",37.5
Eastern,West Akim Municipal,Asamankese,,Asamankese,Mr Obiri Isaac,,,,5.854851,-0.678219,19323,Eastern,Eastern,"05",37.5
Eastern,Suhum Municipal,Ayekotse,,Suhum,Mr Osei,,,,6.038323,-0.445612,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,New Abirem,,Mamanso,Mr Owusu,,,,6.319299,-1.003507,19323,Eastern,Eastern,"05",37.5
Eastern,Suhum Municipal,Obretema,,Neefio,Mr Richard Addo,,,,6.063039,-0.468711,19323,Eastern,Eastern,"05",37.5
Eastern,Suhum Municipal,Ayekotse,,Suhum,Mr Sankara,,,,6.037867,-0.445461,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Koforidua 2,Oyoko,Koforidua (Srodae),Mr Siaw Asamoah'S Health Post,Asaman CHPS,Community Health Planning Services (CHPS) Compound,Government,6.092054,-0.254859,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu North,Donkorkrom Central,,Agortime,Mr Sossou Anthony Stephenson'S House,,,,7.007218,-0.056183,19323,Eastern,Eastern,"05",37.5
Eastern,Birim South,Apoli,New Abirem,Akim Apoli,"Mr. Ofori'S House, Behind Chief Palace",I & I Clinic,Clinic,Private,5.946058,-1.157452,19323,Eastern,Eastern,"05",37.5
Eastern,West Akim Municipal,Asamankese,,Asamankese,Mrs Grace Dompreh,,,,5.853179,-0.67905,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim South,Berekuso,,Berekuso,Mrs Opare,,,,5.756964,-0.228795,19323,Eastern,Eastern,"05",37.5
Eastern,Akyemansa,Abenase,Abenase,Mukyia,Mukyia Community Chps Compound,Mukyia CHPS,Community Health Planning Services (CHPS) Compound,Government,6.068341,-1.052479,19323,Eastern,Eastern,"05",37.5
Eastern,Birim Central Municipal,Oda New Town,New Abirem,Akim Oda,Municipal Assembly,I & I Clinic,Clinic,Private,5.918016,-0.980181,19323,Eastern,Eastern,"05",37.5
Eastern,Atiwa West,Akrofufu,Akrofufu,Muoso,Muoso Chps Compound,Muoso CHPS,Community Health Planning Services (CHPS) Compound,Government,6.36347,-0.603008,19323,Eastern,Eastern,"05",37.5
Eastern,Asuogyaman,Atimpoku,Akosombo,Pupuni,Naabs Memorial Clinic,Naabs Clinic,Clinic,Private,6.266235,0.03396,19323,Eastern,Eastern,"05",37.5
Eastern,West Akim Municipal,Osenase,,Kakoase Anoma Kwadwo,Nana Antwi Asante,,,,5.94801,-0.807386,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu South,Mpraeso,,Atibie,Nana Betiani,,,,6.585726,-0.737857,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Adweso,Forifori,Koforidua (Oguaa),Nana Fosu' House,Fosu CHPS,Community Health Planning Services (CHPS) Compound,Government,6.09096,-0.261151,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu North,Abomasarefo,,Supon Obosomano,Nana Kesewaa Ampadu,,,,7.172628,0.005348,19323,Eastern,Eastern,"05",37.5
Eastern,Akyemansa,Ofoase (Eastern),,Ofoase Kesse,Nana Kwaku Addei,,,,6.168221,-1.141453,19323,Eastern,Eastern,"05",37.5
Eastern,Upper West Akim,Odumkyere Darmang,,Adu Kofi,Nana Ojobi,,,,5.844553,-0.504651,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu Afram Plains South,Tease,Tease,Twerefour Faaso,Nana Okumah Twerefour Ii,Twerefour Faaso CHPS,Community Health Planning Services (CHPS) Compound,Government,6.894547,-0.167175,19323,Eastern,Eastern,"05",37.5
Eastern,Kwaebibirem,Abenehease,,Old Ntronang,"Nana Owusu Appiaatu, Community  Palace/ Chips Compound",,,,6.364989,-0.876766,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Koforidua 1,,Koforidua (Anlo Town),Nana Samuel Agyina,,,,6.099589,-0.255824,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Medical VIllage,,Koforidua (Adweso)-4,Nana Tete Pimpong 11,,,,6.060727,-0.256549,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu South,Mpraeso,,Mpraeso,Nana Wiafe,,,,6.603493,-0.739654,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu South,Mpraeso,,Mpraeso,Nana Wiafe Methodist Clinic,,,,6.603478,-0.739674,19323,Eastern,Eastern,"05",37.5
Eastern,Okere,Okrakwadjo,Okrakwadjo,Asifaw North,Nanabaning Clinic,Nanabanin CHPS,Community Health Planning Services (CHPS) Compound,Government,6.066911,-0.199156,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,New Abirem,,Okaikrom,Nancy Owusu,,,,6.273471,-0.993219,19323,Eastern,Eastern,"05",37.5
Eastern,Suhum Municipal,Nankese,Nankese,Nankese,Nankese Health Centre,Nankese Health Centre,Health Centre,Government,6.094945,-0.372777,19323,Eastern,Eastern,"05",37.5
Eastern,Yilo Krobo Municipal,Somanya West,,Somanya,Narozzy Medical Health Centre Edward Nartey,,,,6.102822,-0.012365,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben North,Effiduase (Eastern),New Abirem,Effiduase,National Ambulance,I & I Clinic,Clinic,Private,6.102964,-0.280586,19323,Eastern,Eastern,"05",37.5
Eastern,Lower Manya Krobo,Akuse,,Natriku,Natriku Chps Compound,,,,6.100202,0.111319,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Medical VIllage,,Koforidua (Adweso)-4,Near Nathan Akoto,,,,6.060754,-0.254812,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,New Abirem,Tafo,New Abirem,New Abirem Government Hospital,New Tafo Government Hospital,District Hospital,Government,6.334055,-0.997293,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,New Abirem,Tafo,New Abirem,"New Abirem Government Hospital, Quarters",New Tafo Government Hospital,District Hospital,Government,6.334304,-0.997887,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,New Abirem,Tafo,New Abirem,"New Abirem Govt Hosp, Kids Ward",New Tafo Government Hospital,District Hospital,Government,6.334594,-0.996903,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,New Abirem,Tafo,New Abirem,New Abirem Govt Hospital,New Tafo Government Hospital,District Hospital,Government,6.335035,-0.996205,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,New Abirem,Tafo,New Abirem,New Abirem Govt Hospital Female/Kids Ward,New Tafo Government Hospital,District Hospital,Government,6.335008,-0.996793,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,New Abirem,Tafo,New Abirem,New Abirem Govt Hospital Male Ward,New Tafo Government Hospital,District Hospital,Government,6.335017,-0.996651,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,New Abirem,Kukurantumi,New Abirem,New Abirem Govt Hospital Maternity Ward,Esther Twum Maternity Home,Maternity Home,Private,6.335098,-0.99699,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,New Abirem,Tafo,New Abirem,New Abirem Govt Hospital Opd,New Tafo Government Hospital,District Hospital,Government,6.335156,-0.997552,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,New Abirem,Tafo,New Abirem,New Abirem Govt Hospital Theater,New Tafo Government Hospital,District Hospital,Government,6.335001,-0.996457,19323,Eastern,Eastern,"05",37.5
Eastern,Kwaebibirem,Kade,,Adankrono,New Chps Compound,,,,6.080025,-0.829032,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mampong (Akwapim),Tafo,Obosomase,New Chps Compound,New Tafo Government Hospital,District Hospital,Government,5.874101,-0.157211,19323,Eastern,Eastern,"05",37.5
Eastern,Akyemansa,Ayirebi,,Odumase,New Clinic,,,,6.077275,-1.152598,19323,Eastern,Eastern,"05",37.5
Eastern,Kwaebibirem,Takyiman,,Tekyiman,New Clinic,,,,6.160266,-0.669212,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mampong (Akwapim),Tafo,Abotakyi,New Cssd At Tetteh Quarshie Hospital,New Tafo Government Hospital,District Hospital,Government,5.920846,-0.13234,19323,Eastern,Eastern,"05",37.5
Eastern,Atiwa East,Sekyere,Kibi,New Jejeti,New Jejeti Health Centre,Kibi New Town CHPS,Community Health Planning Services (CHPS) Compound,Government,6.4758,-0.653684,19323,Eastern,Eastern,"05",37.5
Eastern,Yilo Krobo Municipal,Somanya West,Kpong,Sra,New Life Clinic,Nuaso New Town CHPS,Community Health Planning Services (CHPS) Compound,Government,6.095163,-0.016512,19323,Eastern,Eastern,"05",37.5
Eastern,Nsawam Adoagyiri Municipal,Adoagyiri,,Adoagyiri,New Life Hospital,,,,5.819628,-0.355049,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa North,Tafo,Tafo,New Tafo,New Tafo Government Hospital,New Tafo Government Hospital,District Hospital,Government,6.229982,-0.366331,19323,Eastern,Eastern,"05",37.5
Eastern,Asuogyaman,Senchi,Akosombo,New Senchi,New Town Chps Clinic,New Combine CHPS,Community Health Planning Services (CHPS) Compound,Government,6.210003,0.084467,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,New Abirem,,Botwekrom,Newmont Clinic,,,,6.339003,-1.027994,19323,Eastern,Eastern,"05",37.5
Eastern,Okere,Adukrom (Okere),Adukrom,Adukrom,Nifa School,Bepoase Nifa CHPS,Community Health Planning Services (CHPS) Compound,Government,6.026859,-0.077397,19323,Eastern,Eastern,"05",37.5
Eastern,West Akim Municipal,Asamankese,,Asamankese,Nii Obodai,,,,5.854516,-0.678679,19323,Eastern,Eastern,"05",37.5
Eastern,West Akim Municipal,Asamankese,,Asamankese,Nii Obodai Mensah,,,,5.853063,-0.678759,19323,Eastern,Eastern,"05",37.5
Eastern,Birim South,Apoli,New Abirem,Agyenase Wengwam,Ningo Chps Compound,I & I Clinic,Clinic,Private,5.917932,-1.192443,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu West Municipal,Oframase,Aweregya,Nkawanda No. 2,Nkawanda No 2 Health Centre,Jamasi No 2 CHPS,Community Health Planning Services (CHPS) Compound,Government,6.500537,-0.693262,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu West Municipal,Oframase,Jejeti,Nkawanda No. 2,Nkawanda No. 2EpeCentre,Nkawanda No 1 CHPS,Community Health Planning Services (CHPS) Compound,Government,6.500314,-0.693046,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu West Municipal,Nkawkaw North,Nkawkaw Amanfrom,Nkawkaw (Accra Town),Nkawkaw Health Centre,Nkawkaw Amanfrom CHPS,Community Health Planning Services (CHPS) Compound,Government,6.549791,-0.763119,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu South,Kwahu Amanfrom,Kwahu Amanfrom,Nketepa,Nketepa Chips Compound,Nketepa CHPS,Community Health Planning Services (CHPS) Compound,Government,6.671521,-0.407506,19323,Eastern,Eastern,"05",37.5
Eastern,Yilo Krobo Municipal,Nkurakan,,Nkurakan,Nkurakan Health Centre,,,,6.124626,-0.21797,19323,Eastern,Eastern,"05",37.5
Eastern,Kwaebibirem,Subi,Subi,Nkwantanang,Nkwantanang Health Centre,Nkwantanang (Kbr) CHPS,Community Health Planning Services (CHPS) Compound,Government,6.178374,-0.8688,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu East,Pepease,Nkwatia,Nkwantanang,Nkwatanang Chips,Nkwatia Health Centre,Health Centre,Government,6.756591,-0.72501,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,Nkwateng,Nkwateng,Nkwateng,Nkwateng Health Centre,Nkwateng Health Centre,Health Centre,Government,6.266125,-1.072251,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu East,Nkwatia,Nkwatia,Nkwatia,Nkwatia Health Centre,Nkwatia Health Centre,Health Centre,Government,6.627328,-0.735349,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu South,Nkyenenkyene,Nkyenenkyene,Pitiku,Nkyenenkyene Health Centre,Nkyenenkyene Health Centre,Health Centre,Government,6.702878,-0.550348,19323,Eastern,Eastern,"05",37.5
Eastern,Nsawam Adoagyiri Municipal,Adoagyiri,,Adoagyiri,Norte Dorm Clinic,,,,5.818802,-0.358693,19323,Eastern,Eastern,"05",37.5
Eastern,Nsawam Adoagyiri Municipal,Adoagyiri,,Adoagyiri,Norte Dorm Clinicsister Cecilia Gros. Ssnd,,,,5.817949,-0.358474,19323,Eastern,Eastern,"05",37.5
Eastern,Nsawam Adoagyiri Municipal,Adoagyiri,,Adoagyiri,Nortre Dame Clinic,,,,5.818339,-0.359275,19323,Eastern,Eastern,"05",37.5
Eastern,Nsawam Adoagyiri Municipal,Adoagyiri,,Adoagyiri,Nortre Dorm Clinic,,,,5.81806,-0.358442,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,Tweapease (Eastern),Tweapease (Eastern),Noyem,Noyem Chps,Noyem CHPS,Community Health Planning Services (CHPS) Compound,Government,6.455637,-0.928664,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim South,Pokrom,Pokrom,Nsakye,Nsakye Chps Compound,Nsakye CHPS,Community Health Planning Services (CHPS) Compound,Government,5.790131,-0.234508,19323,Eastern,Eastern,"05",37.5
